Marke,Modell,Farbe,Erstzulassung,Jahr,Preis (Euro),Leistung (kW),Leistung (PS),Getriebe,Kraftstoff,Verbrauch (l/100 km),Verbrauch (g/km),Kilometerstand (km),Bemerkungen
volkswagen,Volkswagen ID.3,grün,08/2020,2020,38995,150,204,Automatik,Elektro,,0 g/km,7666.0,Pro 1st Edition ACC NAVI LED Klima Navi
volkswagen,Volkswagen up!,rot,12/2020,2020,10279,61,83,Automatik,Elektro,,258 km Reichweite,14755.0,e-Up! Move Climatronic Parkpilot phone
volkswagen,Volkswagen Golf,rot,04/2020,2020,27270,110,150,Schaltgetriebe,Benzin,"5,1 l/100 km",116 g/km,48191.0,Highline R-Line 1.5 TSI AHK/Pano/Leder/Kam/Dynaudi
volkswagen,Volkswagen T-Cross,rot,02/2020,2020,16790,70,95,Schaltgetriebe,Benzin,"5,1 l/100 km",116 g/km,35570.0,T-Cross 1.0 TSI OPF Life
volkswagen,Volkswagen Tiguan Allspace,rot,10/2020,2020,32420,140,190,Automatik,Benzin,"8,5 l/100 km",209 g/km,56389.0,Highline 2.0 TSI DSG 4MOTION
volkswagen,Volkswagen Polo,rot,02/2020,2020,18190,70,95,Automatik,Benzin,"4,7 l/100 km",108 g/km,18650.0,1.0TSI DSG Comfortline
volkswagen,Volkswagen T-Cross,rot,02/2020,2020,16590,70,95,Schaltgetriebe,Benzin,"5,1 l/100 km",116 g/km,35570.0,T-Cross 1.0 TSI OPF Life
volkswagen,Volkswagen T-Cross,rot,02/2020,2020,16400,70,95,Schaltgetriebe,Benzin,"5,1 l/100 km",116 g/km,44523.0,T-Cross 1.0 TSI OPF Life
volkswagen,Volkswagen Polo,rot,01/2020,2020,17840,147,200,Automatik,Benzin,7 l/100 km,"158,6 g/km",85700.0,2.0 TSI GTI DSG SZH
volkswagen,Volkswagen Polo,rot,02/2020,2020,17990,70,95,Automatik,Benzin,"4,7 l/100 km",108 g/km,18650.0,1.0TSI DSG Comfortline
volkswagen,Volkswagen Golf,rot,04/2020,2020,22940,110,150,Automatik,Benzin,"5,1 l/100 km",144 g/km,30705.0,Comfortline 1.5 TSI ACT DSG
volkswagen,Volkswagen Golf GTI,rot,09/2020,2020,34600,180,245,Automatik,Benzin,"6,5 l/100 km",149 g/km,1400.0,GOLF 8 GTI TSI DSG (+ACC-RADAR+DCC-FAHRWERK+NAVI+A
volkswagen,Volkswagen Golf GTI,rot,09/2020,2020,37000,180,245,Automatik,Benzin,"6,5 l/100 km",149 g/km,2400.0,GOLF 8 GTI TSI DSG OPF (+ACC-RADAR+DCC-FAHRWERK+NA
volkswagen,Volkswagen Passat Variant,rot,12/2020,2020,19640,90,122,Automatik,Diesel,"4,9 l/100 km",128 g/km,80918.0,2.0 TDI DSG COMFORTLINE NAVI LED
volkswagen,Volkswagen Golf GTI,rot,12/2020,2020,28860,180,245,Automatik,Benzin,"7,4 l/100 km",167 g/km,22162.0,DSG NAVI LED KAMERA SHZ
volkswagen,Volkswagen Polo,rot,02/2020,2020,16640,85,116,Schaltgetriebe,Benzin,"5,5 l/100 km",124 g/km,46510.0,"1.0 TSI OPF Highline, Navi, LED, Klima, Sit"
volkswagen,Volkswagen Golf GTE,rot,11/2020,2020,30080,180,245,Automatik,Hybrid,- (l/100 km),- (g/km),10228.0,VIII GTE 1.4 eHybrid DSG Navi Pano DAB+
volkswagen,Volkswagen T-Cross,rot,01/2020,2020,21500,70,95,Schaltgetriebe,Diesel,"4,1 l/100 km",107 g/km,63900.0,"1,6 TDI Style KAM LED Klima Einparkhilfe"
volkswagen,Volkswagen Polo GTI,rot,04/2020,2020,29250,147,200,Automatik,Benzin,"5,8 l/100 km",138 g/km,11639.0,2.0 TSI OPF 6-DSG WINTER-PAKET+ALU17
volkswagen,Volkswagen Golf Sportsvan,rot,06/2020,2020,18490,110,150,Automatik,Diesel,"5,4 l/100 km","142,4 g/km",22358.0,United Golf VII Sportsvan 2.0 TDI United bis 06.20
volkswagen,Volkswagen up!,rot,07/2020,2020,14750,61,83,Automatik,Elektro,,258 km Reichweite,29900.0,e- +DAB+CCS+Climatronic++
volkswagen,Volkswagen Arteon,rot,12/2020,2020,42470,147,200,Automatik,Diesel,"4,9 l/100 km",128 g/km,37000.0,R-Line 4Mot.*20Zoll*200PS*VOLL+VOLL+VOLL*Metallic*
volkswagen,Volkswagen Tiguan,rot,04/2020,2020,27100,110,150,Schaltgetriebe,Diesel,"4,9 l/100 km",- (g/km),40000.0,Allspace 2.0 TDI SCR Comfortline
volkswagen,Volkswagen Tiguan Allspace,rot,07/2020,2020,38299,140,190,Automatik,Diesel,,0 g/km,16208.0,2.0 TDI SCR HIGHLINE AHZV KLIMA
volkswagen,Volkswagen Polo GTI,rot,04/2020,2020,21400,147,200,Automatik,Benzin,"5,8 l/100 km",138 g/km,20900.0,2.0 TSI OPF DSG
volkswagen,Volkswagen Golf,rot,10/2020,2020,34985,180,245,Automatik,Benzin,"6,5 l/100 km",149 g/km,42500.0,VIII 2.0TSI GTI AHZV/Matrix/DCC/HUD
volkswagen,Volkswagen Golf,rot,07/2020,2020,21990,110,150,Automatik,Benzin,"5,1 l/100 km",116 g/km,49270.0,VII R-LINE DSG Highline BMT/CarPlay/ACC/PDC
volkswagen,Volkswagen Polo GTI,rot,04/2020,2020,23980,147,200,Automatik,Benzin,"5,8 l/100 km",138 g/km,20804.0,DSG LED ACC SHZ PDC KLIMA PORT NAV
volkswagen,Volkswagen Golf,rot,11/2020,2020,22950,110,150,Schaltgetriebe,Benzin,"4,8 l/100 km",109 g/km,20020.0,VIII 1.5 TSI ACT Style SHZ ACC VIRT NAV LED
volkswagen,Volkswagen T6 California,rot,07/2020,2020,61900,110,150,Automatik,Diesel,,- (g/km),49940.0,T6.1 California Beach Tour 4Motion DSG LED/AHK
volkswagen,Volkswagen Golf GTI,rot,06/2020,2020,37650,213,290,Automatik,Benzin,"6,7 l/100 km",151 g/km,32400.0,Golf VII GTI TCR 2.0TSI OPF DSG7 Leder eSAD LM19
volkswagen,Volkswagen Touareg,rot,10/2020,2020,77530,310,421,Automatik,Diesel,"7,4 l/100 km",195 g/km,23950.0,4.0 TDI 4MOTION Tiptronic R-Line StdHzg
volkswagen,Volkswagen Polo,rot,06/2020,2020,13990,70,95,Schaltgetriebe,Diesel,"3,7 l/100 km",97 g/km,78318.0,1.6 TDI SCR Comfortline Navi*Klima*Sitzheiz.*PDC*
volkswagen,Volkswagen T6 Multivan,rot,11/2020,2020,64990,110,150,Automatik,Diesel,6 l/100 km,158 g/km,29560.0,"T6.1 Multivan 2.0 TDI DSG 4Motion Gen. Six, AHK"
volkswagen,Volkswagen Golf Variant,rot,01/2020,2020,25780,135,184,Automatik,Diesel,,- (g/km),76323.0,Alltrack 2.0 TDI 4M LED AHK PANO
volkswagen,Volkswagen Passat Variant,rot,05/2020,2020,18990,88,120,Automatik,Diesel,"4,3 l/100 km",111 g/km,95960.0,1.6 TDI DSG Virtual LED ACC DAB
volkswagen,Volkswagen Passat Variant,rot,11/2020,2020,19950,90,122,Automatik,Diesel,,108 g/km,76500.0,Passat Var. 2.0 TDI DSG Business*ACC*LED*VIRUTAL
volkswagen,Volkswagen Golf Variant,rot,05/2020,2020,22430,96,131,Schaltgetriebe,Benzin,"5,1 l/100 km",116 g/km,12980.0,Golf VII Variant 1.5 TSI Highline*LED*SHZ*
volkswagen,Volkswagen Polo,rot,04/2020,2020,20880,147,200,Automatik,Benzin,"5,8 l/100 km",138 g/km,43931.0,2.0 TSI GTI DSG LED Panorama-SD ACC Sitzheizung PD
volkswagen,Volkswagen T-Roc,rot,08/2020,2020,31490,140,190,Automatik,Benzin,"8,2 l/100 km","186,6 g/km",31500.0,2.0 TSI DSG 4Motion Sport
volkswagen,Volkswagen T-Roc,rot,11/2020,2020,38770,221,300,Automatik,Benzin,"7,5 l/100 km",171 g/km,6990.0,R 2.0 TSI 4M DSG *LED*PANO*ACC*VIRTU*TOTW*
volkswagen,Volkswagen Passat Variant,rot,12/2020,2020,30990,115,156,Automatik,Hybrid,"1,6 l/100 km",36 g/km,56770.0,GTE Navi LED Pano Standh. Head-UP
volkswagen,Volkswagen T-Roc,rot,10/2020,2020,26979,110,150,Automatik,Benzin,"5,2 l/100 km",119 g/km,35200.0,United 1.5 TSI DSG AHK NAVI SHZ RÜCKF
volkswagen,Volkswagen T-Cross,rot,01/2020,2020,16690,70,95,Schaltgetriebe,Benzin,"5,1 l/100 km",133 g/km,55000.0,1.0 TSI Life AppConnect/Lane/Side/Klima
volkswagen,Volkswagen Polo,rot,04/2020,2020,18450,70,95,Automatik,Benzin,"6,3 l/100 km",133 g/km,4324.0,1.0 TSI DSG OPF Comfortline *KLIMA*PDC*
volkswagen,Volkswagen Golf,rot,02/2020,2020,16990,110,150,Automatik,Diesel,,117 g/km,97400.0,Golf VII Variant 2.0 TDI Highline #LED#DAB+#DSG#
volkswagen,Volkswagen T-Roc,rot,08/2020,2020,19999,110,150,Automatik,Diesel,"4,5 l/100 km",118 g/km,105665.0,2.0TDI+Navi+Klima+DSG+PDC+ISOFIX+EU6d-T
volkswagen,Volkswagen Arteon,rot,09/2020,2020,48480,110,150,Automatik,Diesel,"5,3 l/100 km",138 g/km,18000.0,Shootingbrake TDI R-Line DCC StandHZ SD
volkswagen,Volkswagen Polo,rot,10/2020,2020,18990,70,95,Schaltgetriebe,Benzin,"4,6 l/100 km",105 g/km,17950.0,VI 1.0 Highline ACC+LED+AppLink+SHZ
volkswagen,Volkswagen Polo,rot,08/2020,2020,19920,147,200,Automatik,Benzin,7 l/100 km,159 g/km,22800.0,GTi DSG abgedunkelte Heck- / Seitenscheiben hi
volkswagen,Volkswagen T-Cross,rot,04/2020,2020,24379,110,150,Automatik,Benzin,"6,5 l/100 km","148,3 g/km",13440.0,1.5 TSI DSG Style LED/Kamera
volkswagen,Volkswagen Golf,rot,11/2020,2020,29800,180,245,Automatik,Benzin,"7,4 l/100 km",168 g/km,52096.0,VIII 2.0 TSI GTI DSG NAVI DCC RFK APP Keyle
volkswagen,Volkswagen Passat Variant,rot,10/2020,2020,18999,90,122,Automatik,Diesel,"4,1 l/100 km",108 g/km,99999.0,Business *KAMERA*VIRTUAL*PANO*NAV
volkswagen,Volkswagen Polo,rot,10/2020,2020,22950,147,200,Automatik,Benzin,"5,8 l/100 km",138 g/km,32800.0,GTI 2.0 TSI OPF DSG Navi 2C-Clima LM18 LED
volkswagen,Volkswagen up!,rot,03/2020,2020,11500,44,60,Schaltgetriebe,Benzin,"4,4 l/100 km",100 g/km,38500.0,1.0 MPI Klimaautomatik 4-Türer Kamera PDC
volkswagen,Volkswagen Passat Variant,rot,09/2020,2020,45900,176,239,Automatik,Diesel,"5,8 l/100 km",153 g/km,21000.0,2.0 TDI SCR 4Motion DSG Elegance
volkswagen,Volkswagen T6.1 Transporter,rot,09/2020,2020,64950,110,150,Schaltgetriebe,Diesel,"7,7 l/100 km",202 g/km,36500.0,4MOTION Kurz Space Camper Limited
volkswagen,Volkswagen Passat Variant,rot,11/2020,2020,20279,90,122,Automatik,Diesel,"4,1 l/100 km",108 g/km,67790.0,Passat 2.0 TDI DSG Business AID+ACC+KEY+LED+KAM
volkswagen,Volkswagen Golf,rot,05/2020,2020,16990,85,116,Schaltgetriebe,Benzin,"4,8 l/100 km",111 g/km,62565.0,VII 1.0 TSI Trendline BMT *Klima*GRA*Shz*ZV
volkswagen,Volkswagen Golf GTI,rot,12/2020,2020,32450,180,245,Automatik,Benzin,"7,6 l/100 km",172 g/km,19953.0,8 2.0 TSI DSG 19 ACC AHK NAVI PANO SHZ
volkswagen,Volkswagen T-Roc,rot,08/2020,2020,26450,110,150,Automatik,Diesel,"4,6 l/100 km",121 g/km,40000.0,2.0 TDI DSG United ACTIVE INFO LED NAVI ACC 18 DAB
volkswagen,Volkswagen Golf,rot,01/2020,2020,19950,110,150,Automatik,Benzin,"5,1 l/100 km",116 g/km,50505.0,VII 1.5 TSI Comfortline + Navi + ACC + Klima
volkswagen,Volkswagen Passat Variant,rot,08/2020,2020,19333,88,120,Automatik,Diesel,"4,3 l/100 km",111 g/km,76957.0,Business DSG Navi LED Kamera ACC
volkswagen,Volkswagen Golf,rot,04/2020,2020,35945,221,300,Automatik,Benzin,"7,2 l/100 km",164 g/km,24450.0,VII R 2.0 TSI 4M DSG R NAVI ACC Bluetooth LED
volkswagen,Volkswagen T-Roc,rot,07/2020,2020,33888,221,300,Automatik,Benzin,"7,5 l/100 km",178 g/km,9800.0,R 2.0 TSI 4MOTION SHZ NAVI LED ACC AID
volkswagen,Volkswagen Golf Variant,rot,01/2020,2020,21390,96,131,Schaltgetriebe,Benzin,"5,1 l/100 km",133 g/km,36154.0,Golf VII Variant 1.5 TSI HIGHLINE LED+NAVI+PANO
volkswagen,Volkswagen Caddy,rot,03/2020,2020,22440,96,131,Schaltgetriebe,Benzin,"6,6 l/100 km",150 g/km,10634.0,1.4TSI Conceptline 7-Sitzer|Kamera|Sitzhzg
volkswagen,Volkswagen Polo,rot,01/2020,2020,12630,59,80,Schaltgetriebe,Benzin,"4,8 l/100 km",110 g/km,61487.0,"1.0 ""Trendline"" -PDC-GRA-MFA-Tel."
volkswagen,Volkswagen Golf,rot,12/2020,2020,25290,85,116,Schaltgetriebe,Diesel,"3,8 l/100 km",101 g/km,10800.0,VIII 2.0 TDI Life StandHZG LED AHK Navi SHZ PDCv+h
volkswagen,Volkswagen Caddy,rot,07/2020,2020,25450,75,102,Schaltgetriebe,Diesel,"5,3 l/100 km",138 g/km,18742.0,2.0 TDI Trendline AHK NAVI PDC SHZ
volkswagen,Volkswagen Golf,rot,12/2020,2020,27800,110,150,Automatik,Diesel,,- (g/km),44000.0,Golf 2.0 TDI SCR DSG R-Line
volkswagen,Volkswagen Golf Variant,rot,01/2020,2020,24985,96,131,Schaltgetriebe,Benzin,"5,1 l/100 km",116 g/km,67700.0,Golf VII Variant 1.5 TSI Comfortline BlueMotion
volkswagen,Volkswagen Golf GTI,rot,01/2020,2020,24999,180,245,Automatik,Benzin,"6,2 l/100 km",140 g/km,45000.0,Performance BMT/Start-Stopp VII Lim. (BQ1/BE2)
volkswagen,Volkswagen T-Roc,rot,07/2020,2020,20620,85,116,Schaltgetriebe,Benzin,"5,6 l/100 km",145 g/km,42400.0,Style TDi Active Info Display / Standheizung m. Fe
volkswagen,Volkswagen T6.1 Transporter,rot,02/2020,2020,34830,110,150,Schaltgetriebe,Diesel,"6,5 l/100 km",172 g/km,78800.0,Kasten 2.0TDI AHK Klima GRA PDC
volkswagen,Volkswagen Golf GTI,rot,11/2020,2020,31950,180,245,Automatik,Benzin,"6,5 l/100 km",149 g/km,7750.0,"VIII 2.0 TSI DSG Business Navi, 18'' LM, Matrix,"
volkswagen,Volkswagen Golf Sportsvan,rot,07/2020,2020,23470,96,131,Schaltgetriebe,Benzin,"5,3 l/100 km",138 g/km,9920.0,Highline 1.5 TSI LED/Nav/Sitzhzg
volkswagen,Volkswagen Polo GTI,rot,11/2020,2020,21430,147,200,Automatik,Benzin,7 l/100 km,159 g/km,22550.0,2.0TSI DSG Einparkh Klima Sitzh DAB+
volkswagen,Volkswagen Passat Variant,rot,11/2020,2020,21990,90,122,Automatik,Diesel,"4,9 l/100 km",128 g/km,43711.0,Business 2.0 TDI Navi digitales Cockpit Massagesit
volkswagen,Volkswagen T-Cross,rot,02/2020,2020,16600,70,95,Schaltgetriebe,Benzin,"5,1 l/100 km",116 g/km,44523.0,T-Cross 1.0 TSI OPF Life
volkswagen,Volkswagen T6.1 California,rot,12/2020,2020,61700,110,150,Automatik,Diesel,"6,1 l/100 km",161 g/km,37000.0,California T6.1 DSG Beach Camper Edition
volkswagen,Volkswagen Golf,rot,01/2020,2020,32990,221,300,Automatik,Benzin,"8,6 l/100 km",195 g/km,24009.0,7 2.0TSI DSG R 4Motion Pano Navi
volkswagen,Volkswagen T-Roc,rot,10/2020,2020,25495,110,150,Schaltgetriebe,Benzin,"5,6 l/100 km",127 g/km,8299.0,Cabriolet 1.5 TSI Style NAVI/KAM/KLIMA+++
volkswagen,Volkswagen T-Roc,rot,12/2020,2020,19900,85,116,Schaltgetriebe,Benzin,"5,2 l/100 km",132 g/km,15000.0,"1.0TSI OPF""Garantie"""
volkswagen,Volkswagen Polo,rot,08/2020,2020,19720,147,200,Automatik,Benzin,7 l/100 km,159 g/km,22800.0,GTi DSG abgedunkelte Heck- / Seitenscheiben hi
volkswagen,Volkswagen Golf,rot,12/2020,2020,25890,150,204,Automatik,Benzin,1 l/100 km,"23,4 g/km",16412.0,VIII 1.4 TSI Hybrid Travel Assist LED Navi DAB+
volkswagen,Volkswagen Crafter,rot,06/2020,2020,29880,130,177,Schaltgetriebe,Diesel,"7,1 l/100 km",187 g/km,82000.0,35 Kasten Klima Tempomat NAVI AHK R-CAM
volkswagen,Volkswagen T-Roc,rot,05/2020,2020,34500,221,300,Automatik,Benzin,"7,5 l/100 km",178 g/km,85225.0,2.0 TSI R-Sports 300PS|4M|Navi|LED|Beats
volkswagen,Volkswagen Amarok,rot,08/2020,2020,20499,150,204,Automatik,Diesel,"8,7 l/100 km",228 g/km,75000.0,Highline DoubleCab 4-Motion
volkswagen,Volkswagen T-Roc,rot,01/2020,2020,30900,110,150,Automatik,Diesel,"4,6 l/100 km",121 g/km,117468.0,Style 1te Hand inkl. 19%MWST
volkswagen,Volkswagen T6 Transporter,rot,03/2020,2020,16999,110,150,Schaltgetriebe,Diesel,"6,5 l/100 km",172 g/km,75000.0,T6.1 Transporter LED Kasten Kurz Klima AHK LKW
volkswagen,Volkswagen Polo,rot,10/2020,2020,20800,85,116,Schaltgetriebe,Benzin,"4,7 l/100 km",107 g/km,31634.0,VI Highline *1.HAND*R-LINE*DAB+*19%*
volkswagen,Volkswagen T-Cross,rot,08/2020,2020,21240,85,116,Schaltgetriebe,Benzin,"4,9 l/100 km",113 g/km,33063.0,1.0 TSI Style OPF (EURO 6d-TEMP)
volkswagen,Volkswagen Golf,rot,03/2020,2020,23499,96,131,Schaltgetriebe,Benzin,5 l/100 km,131 g/km,28617.0,VII 1.5 TSI HIGHLINE LED+NAVI+PANO+ACC+17Z.
volkswagen,Volkswagen Passat Variant,rot,02/2020,2020,20420,110,150,Automatik,Benzin,,120 g/km,46647.0,1.5 TSI Variant DSG*LED*Standheiz
volkswagen,Volkswagen T-Roc,rot,07/2020,2020,33990,85,116,Schaltgetriebe,Benzin,"5,6 l/100 km",145 g/km,42400.0,Style TDi Active Info Display / Standheizung m. Fe
volkswagen,Volkswagen Polo GTI,rot,04/2020,2020,20430,147,200,Automatik,Benzin,"5,8 l/100 km",138 g/km,40834.0,2.0TSI DSG Einpark Klima el.Fesnter LM
volkswagen,Volkswagen Polo,rot,03/2020,2020,20390,147,200,Automatik,Benzin,"5,8 l/100 km",138 g/km,22454.0,POLO 2.0 TSI GTI DSG SHZ PDC APP KLIMAAUTOMATIK
volkswagen,Volkswagen Passat Variant,rot,11/2020,2020,20950,90,122,Automatik,Diesel,"4,1 l/100 km",108 g/km,91822.0,2.0 TDI DSG Business 16 NAVI AHK KAMERA
volkswagen,Volkswagen Golf Sportsvan,rot,08/2020,2020,26350,110,150,Automatik,Benzin,"5,3 l/100 km",121 g/km,28631.0,VII Highline
volkswagen,Volkswagen Polo GTI,rot,04/2020,2020,21830,147,200,Automatik,Benzin,"5,8 l/100 km",138 g/km,61908.0,2.0TSI DSG Pano Climatr beats Navi LED
volkswagen,Volkswagen Polo,rot,03/2020,2020,18360,85,116,Schaltgetriebe,Benzin,,- (g/km),27447.0,1.0 TSI HIGHLINE NAVI SITZHZG CLIMATRONIC
volkswagen,Volkswagen Polo GTI,rot,03/2020,2020,23930,147,200,Automatik,Benzin,"7,2 l/100 km",164 g/km,19452.0,2.0TSI DSG Navi LED Einpark ACC Pano LM
volkswagen,Volkswagen Passat Variant,rot,10/2020,2020,24670,90,122,Automatik,Diesel,,- (g/km),41626.0,2.0 TDI DSG BUSINESS NAVI+LED+AHK
volkswagen,Volkswagen Tiguan,rot,10/2020,2020,23388,110,150,Automatik,Diesel,"4,5 l/100 km",0 g/km,7328.0,Allspace DSG 2.0 TDI BMT Comfortline Standh
volkswagen,Volkswagen Golf,rot,01/2020,2020,32650,110,150,Automatik,Diesel,"4,4 l/100 km",116 g/km,40286.0,VII 2.0 TDI HIGHLINE R-LINE ALU18-ZOLL ACC
volkswagen,Volkswagen Golf GTI,rot,12/2020,2020,42670,180,245,Automatik,Benzin,"7,6 l/100 km",172 g/km,19953.0,8 2.0 TSI DSG 19 ACC AHK NAVI PANO SHZ
volkswagen,Volkswagen Arteon,rot,12/2020,2020,45980,147,200,Automatik,Diesel,"4,9 l/100 km",128 g/km,37000.0,R-Line 4Mot.*20Zoll*200PS*VOLL+VOLL+VOLL*Metallic*
volkswagen,Volkswagen T6.1 Multivan,rot,03/2020,2020,21999,110,150,Automatik,Diesel,,0 g/km,54847.0,2.0 TDI Family Klima PDC APP Sitzheizung
volkswagen,Volkswagen Polo,rot,11/2020,2020,33550,147,200,Automatik,Benzin,7 l/100 km,159 g/km,31555.0,2.0 GTI DSG ACC NAVI LED
volkswagen,Volkswagen Golf GTI,rot,12/2020,2020,29490,180,245,Automatik,Benzin,"6,5 l/100 km",149 g/km,30000.0,DSG*19Zoll*Standhzg*Matrix IQ*DCC*Kamera*Keyless*
volkswagen,Volkswagen Golf,rot,12/2020,2020,21000,180,245,Automatik,Benzin,"6,5 l/100 km",149 g/km,27800.0,"GTI DSG, RFK, Navi, Matrix-LED 180 kW (245 PS),..."
volkswagen,Volkswagen Polo,rot,06/2020,2020,25260,147,200,Automatik,Benzin,"5,8 l/100 km",138 g/km,16425.0,GTI 2.0GTI*DSG*Navi*SportSelect*Tel.*SitzHz
volkswagen,Volkswagen Passat Variant,rot,12/2020,2020,20495,160,218,Automatik,Hybrid,- (l/100 km),30 g/km,33105.0,1.4 eHybrid GTE NAVI LED ALCANTAR
volkswagen,Volkswagen Polo,rot,02/2020,2020,21380,147,200,Automatik,Benzin,"5,8 l/100 km",138 g/km,43123.0,VI GTI DSG
volkswagen,Volkswagen Touran,rot,11/2020,2020,32960,110,150,Automatik,Diesel,"4,9 l/100 km",129 g/km,19999.0,"Highline 2,0 l TDI SCR 7-Gang-Doppelkuppl"
volkswagen,Volkswagen Golf,rot,12/2020,2020,32500,180,245,Automatik,Benzin,"6,5 l/100 km",149 g/km,22876.0,VIII GTI 2.0 TSI DSG Klima Navi Einparkhilfe
volkswagen,Volkswagen Polo,rot,02/2020,2020,22420,147,200,Automatik,Benzin,7 l/100 km,159 g/km,26900.0,GTi DSG Keyless Access / Panorama-Schiebedach
volkswagen,Volkswagen Caddy,rot,02/2020,2020,28900,75,102,Automatik,Diesel,"5,3 l/100 km",141 g/km,29900.0,Alltrack BMT+ACC+NAVI+DAB+STANDHEIZUNG+
volkswagen,Volkswagen Caddy,rot,03/2020,2020,23500,75,102,Automatik,Diesel,"5,3 l/100 km",141 g/km,130000.0,PKW Maxi Conceptline /ACC/ 1. Hand/Kamera
volkswagen,Volkswagen Golf R,rot,01/2020,2020,30880,221,300,Automatik,Benzin,,0 g/km,65900.0,2.0 TSI 4M 19-Zoll LED RFK DYNAUDIO ACTIVE-
volkswagen,Volkswagen T6.1 Multivan,rot,12/2020,2020,62549,150,204,Automatik,Diesel,"7,2 l/100 km",189 g/km,28900.0,"2,0 TDI DSG 4motion Generation Six"
volkswagen,Volkswagen T-Roc,rot,11/2020,2020,33999,110,150,Automatik,Benzin,"5,5 l/100 km",126 g/km,1000.0,Cabriolet Style 1.5 TSI DSG~LED~KAMERA~ACC
volkswagen,Volkswagen T-Roc,rot,11/2020,2020,31690,140,190,Automatik,Benzin,"6,8 l/100 km",155 g/km,21411.0,"2.0 TSI DSG 4M Sport Navi,AHK,Pano"
volkswagen,Volkswagen Caddy,rot,09/2020,2020,25720,75,102,Automatik,Diesel,"5,3 l/100 km",139 g/km,44382.0,2.0 TDI Behindertengerecht/ Hecklift/ Hand
volkswagen,Volkswagen Golf,rot,03/2020,2020,31840,213,290,Automatik,Benzin,"7,7 l/100 km",175 g/km,44722.0,VII GTI TCR 2.0 TSI DSG Navi LED LM18
volkswagen,Volkswagen Polo GTI,rot,02/2020,2020,32439,147,200,Automatik,Benzin,6 l/100 km,141 g/km,39999.0,2.0 TSI DSG LED ACC SHZ PDC AppConnect
volkswagen,Volkswagen Tiguan Allspace,rot,01/2020,2020,18990,110,150,Automatik,Diesel,,0 g/km,47583.0,2.0 TDI SCR Highl. STANDH.
volkswagen,Volkswagen Passat,rot,05/2020,2020,32480,88,120,Automatik,Diesel,"4,3 l/100 km",111 g/km,95960.0,1.6 TDI DSG Variant Virtual LED ACC DAB
volkswagen,Volkswagen Golf,rot,02/2020,2020,65450,213,290,Automatik,Benzin,"6,7 l/100 km",153 g/km,46567.0,VII GTI TCR DSG NAVI VIRT ACC LED DCC SH
volkswagen,Volkswagen T6.1 California,rot,09/2020,2020,19780,146,199,Automatik,Diesel,"8,3 l/100 km",220 g/km,51995.0,2.0 TDI DSG Beach Tour Edition NAVI AHK 17 KAMERA
volkswagen,Volkswagen Polo,rot,05/2020,2020,27270,147,200,Automatik,Benzin,7 l/100 km,159 g/km,26523.0,2.0 TSI DSG GTI Klimaanlage LED Heckleuchte
volkswagen,Volkswagen Golf,rot,04/2020,2020,19950,110,150,Schaltgetriebe,Benzin,"5,1 l/100 km",116 g/km,48191.0,Highline R-Line 1.5 TSI AHK/Pano/Leder/Kam/Dynaudi
volkswagen,Volkswagen Passat Variant,rot,11/2020,2020,21890,90,122,Automatik,Diesel,"4,1 l/100 km",108 g/km,96568.0,2.0 TDI DSG Business 16 PANO NAVI DIGITAL-COCKPIT
volkswagen,Volkswagen up!,rot,02/2020,2020,18490,61,83,Automatik,Elektro,,0 g/km,15616.0,e-Up! PDC GRA RFK Maps Climatronic
volkswagen,Volkswagen Polo,rot,11/2020,2020,22890,147,200,Automatik,Benzin,"5,8 l/100 km",138 g/km,50549.0,"GTI 2.0 TSI DSG *LED, Panorama, ACC, 18""-LM*"
volkswagen,Volkswagen Polo,rot,02/2020,2020,20480,147,200,Automatik,Benzin,7 l/100 km,159 g/km,51654.0,GTI DSG ACC R-Kamera App-Connect PDC Sitzh.
volkswagen,Volkswagen Golf,rot,10/2020,2020,29900,180,245,Automatik,Benzin,- (l/100 km),149 g/km,65500.0,VIII 2.0 TSI GTI #Rückfahrkamera #Navi #Sportfahrw
volkswagen,Volkswagen T-Cross,rot,05/2020,2020,20550,85,116,Schaltgetriebe,Benzin,"4,9 l/100 km",113 g/km,35050.0,1.0 TSI Style LED+PDC+SHZ+LANE+SIDE
volkswagen,Volkswagen Passat Variant,rot,12/2020,2020,21990,90,122,Automatik,Diesel,"4,1 l/100 km",108 g/km,61237.0,2.0TDI DSG Business ACC+NAVI+LED+
volkswagen,Volkswagen T-Roc,rot,01/2020,2020,25490,110,150,Automatik,Benzin,"6,8 l/100 km","154,4 g/km",40029.0,"Style 1.5 TSI AHK,PDC,LED,SH"
volkswagen,Volkswagen Tiguan,rot,01/2020,2020,32980,110,150,Automatik,Diesel,"7,1 l/100 km",185 g/km,30200.0,2.0 TDI Highline AHK Matrix-LED Navi Kame
volkswagen,Volkswagen Golf,rot,12/2020,2020,32980,180,245,Automatik,Benzin,"6,5 l/100 km",149 g/km,26982.0,2.0 GTI DSG Navi+Matrix+Pano+Lenk SHZ+R-Kam+
volkswagen,Volkswagen Passat Variant,rot,12/2020,2020,22740,90,122,Automatik,Diesel,"4,1 l/100 km",108 g/km,46503.0,"2.0TDI DSG,KameraNavi,LED,AID,1Hd"
